distance_furlongs,race_type,course,race_length
18,Chase,Fairyhouse,287.77
18,Chase,Fontwell,280.832
18,Chase,Galway,277.9122
18,Chase,Gowran_Park,285.72692
18,Chase,Kempton,268.13773
18,Chase,Limerick,281.4
18,Chase,Market_Rasen,272.45271
18,Chase,Newbury,283.95692
18,Chase,Punchestown,283.258
18,Chase,Sligo,271.175
18,Chase,Stratford,251.68074
18,Chase,Taunton,282.95958
18,Chase,Thurles,289.1528
18,Chase,Wexford,288.45
18,Flat,Bath,232.085
18,Flat,Chepstow,245.34316
18,Flat,Doncaster,233.5055
18,Flat,Down_Royal,246.73222
18,Flat,Downpatrick,244.45714
18,Flat,Musselburgh,250.3
18,Flat,Newbury,243.216
18,Flat,Newmarket,233.27393
18,Flat,Pontefract,248.28281
18,Flat,Southwell,249.4575
18,Flat,Warwick,239.425
18,Flat,York,240.28684
18,Hurdle,Ballinrobe,268.288
18,Hurdle,Cartmel,256.23251
18,Hurdle,Clonmel,298.6
18,Hurdle,Cork,267.84348
18,Hurdle,Down_Royal,280.85
18,Hurdle,Downpatrick,271.83739
18,Hurdle,Fairyhouse,282.08675
18,Hurdle,Folkestone,273.68764
18,Hurdle,Fontwell,275.94586
18,Hurdle,Galway,266.98293
18,Hurdle,Gowran_Park,270.108
18,Hurdle,Kelso,277.30696
18,Hurdle,Kilbeggan,269.338
18,Hurdle,Leopardstown,275.18125
18,Hurdle,Limerick,279.3746
18,Hurdle,Market_Rasen,257.82355
18,Hurdle,Navan,283.23077
18,Hurdle,Newton_Abbot,272.32957
18,Hurdle,Plumpton,268.48703
18,Hurdle,Punchestown,263.48163
18,Hurdle,Sedgefield,271.47
18,Hurdle,Sligo,280.32642
18,Hurdle,Thurles,277.74677
18,Hurdle,Wexford,258.32895
18,NHF,Ballinrobe,268.11429
18,NHF,Clonmel,287.44444
18,NHF,Cork,272.58571
18,NHF,Downpatrick,261.77726
18,NHF,Dundalk,245.175
18,NHF,Fairyhouse,271.92941
18,NHF,Folkestone,275.24268
18,NHF,Fontwell,273.7113
18,NHF,Galway,258.95455
18,NHF,Gowran_Park,275.545
18,NHF,Kelso,235.4
18,NHF,Kempton,241.685
18,NHF,Kilbeggan,278.95
18,NHF,Limerick,281.22903
18,NHF,Market_Rasen,253.51831
18,NHF,Plumpton,271.19938
18,NHF,Punchestown,275.02857
18,NHF,Sligo,275.87188
18,NHF,Southwell,257.45
18,NHF,Thurles,275.62917
18,NHF,Tipperary,268.36765
18,NHF,Wexford,253.48824
19,Chase,Ascot,288.11371
19,Chase,Ballinrobe,286.8
19,Chase,Catterick,295.55548
19,Chase,Chepstow,309.03
19,Chase,Clonmel,290.09231
19,Chase,Doncaster,294.29018
19,Chase,Downpatrick,293.71667
19,Chase,Exeter,303.20667
19,Chase,Ffos_Las,309.16821
19,Chase,Fontwell,314.45815
19,Chase,Haydock,302.72857
19,Chase,Hereford,285.41862
19,Chase,Leopardstown,297.65652
19,Chase,Listowel,295.75116
19,Chase,Market_Rasen,304.05182
19,Chase,Naas,319.15526
19,Chase,Punchestown,291.1
19,Chase,Sedgefield,301.25508
19,Chase,Stratford,285.73796
19,Chase,Taunton,296.40275
19,Chase,Wetherby,313.45286
19,Chase,Wexford,280.74792
19,Flat,Chester,246.83333
19,Flat,Warwick,253.205
19,Hurdle,Ascot,285.89968
19,Hurdle,Ayr,322.58
19,Hurdle,Carlisle,301.4578
19,Hurdle,Catterick,290.61935
19,Hurdle,Chepstow,299.1099
19,Hurdle,Clonmel,309.28293
19,Hurdle,Cork,287.84691
19,Hurdle,Doncaster,288.53105
19,Hurdle,Down_Royal,308.1
19,Hurdle,Downpatrick,278.7403
19,Hurdle,Exeter,285.80103
19,Hurdle,Fontwell,299.96104
19,Hurdle,Galway,288.68571
19,Hurdle,Haydock,294.86378
19,Hurdle,Kilbeggan,272.46637
19,Hurdle,Limerick,304.76127
19,Hurdle,Market_Rasen,286.92713
19,Hurdle,Musselburgh,291.93423
19,Hurdle,Naas,289.24812
19,Hurdle,Newbury,285.64043
19,Hurdle,Newton_Abbot,272.88655
19,Hurdle,Stratford,273.9072
19,Hurdle,Taunton,292.2424
19,Hurdle,Towcester,301.11346
19,Hurdle,Warwick,280.43267
19,NHF,Cork,286.37436
19,NHF,Downpatrick,276.78333
19,NHF,Kilbeggan,267.77381
19,NHF,Limerick,302.36
19,NHF,Naas,286.50727
19,NHF,Thurles,295.5
20,Chase,Aintree,306.3156
20,Chase,Ascot,300.16077
20,Chase,Ayr,325.9877
20,Chase,Ballinrobe,315.525
20,Chase,Bangor,314.3243
20,Chase,Carlisle,319.59233
20,Chase,Cheltenham,308.24945
20,Chase,Chepstow,310.17758
20,Chase,Clonmel,320.66281
20,Chase,Cork,317.81224
20,Chase,Doncaster,312.05333
20,Chase,Down_Royal,314.87182
20,Chase,Downpatrick,335.1
20,Chase,Exeter,295.81986
20,Chase,Fairyhouse,316.04167
20,Chase,Ffos_Las,312.65161
20,Chase,Fontwell,310.63777
20,Chase,Gowran_Park,314.67168
20,Chase,Haydock,314.87763
20,Chase,Hexham,320.62506
20,Chase,Huntingdon,307.57028
20,Chase,Kempton,316.75367
20,Chase,Kilbeggan,305.3797
20,Chase,Killarney,311.70312
20,Chase,Leicester,320.22621
20,Chase,Limerick,316.04977
20,Chase,Lingfield,327.05291
20,Chase,Listowel,311.40667
20,Chase,Ludlow,308.36724
20,Chase,Market_Rasen,306.9206
20,Chase,Musselburgh,307.24573
20,Chase,Naas,336.09298
20,Chase,Navan,336.95455
20,Chase,Newbury,303.1875
20,Chase,Newcastle,326.50275
20,Chase,Perth,308.42911
20,Chase,Plumpton,312.39255
20,Chase,Punchestown,320.81771
20,Chase,Roscommon,325.85
20,Chase,Sandown,320.76188
20,Chase,Sedgefield,305.02683
20,Chase,Sligo,344.23
20,Chase,Southwell,323.4017
20,Chase,Stratford,293.64224
20,Chase,Thurles,328.92553
20,Chase,Tipperary,307.28235
20,Chase,Towcester,317.5866
20,Chase,Tralee,322.93333
20,Chase,Tramore,299.8963
20,Chase,Uttoxeter,311.71
20,Chase,Warwick,316.51243
20,Chase,Wetherby,318.42362
20,Chase,Wexford,302.19516
20,Chase,Wincanton,321.55811
20,Chase,Windsor,312.1
20,Chase,Worcester,301.87897
20,Flat,Ascot,261.88889
20,Flat,Lingfield,264.73
20,Flat,Royal_Ascot,265.83727
20,Flat,York,272.576
20,Hurdle,Aintree,302.01684
20,Hurdle,Ascot,291.57524
20,Hurdle,Ayr,320.10571
20,Hurdle,Ballinrobe,319.59448
20,Hurdle,Bangor,296.33877
20,Hurdle,Bellewstown,288.08279
20,Hurdle,Carlisle,312.54792
20,Hurdle,Cheltenham,303.76369
20,Hurdle,Chepstow,301.97671
20,Hurdle,Clonmel,306.87212
20,Hurdle,Cork,304.824
20,Hurdle,Doncaster,289.46569
20,Hurdle,Down_Royal,299.24667
20,Hurdle,Downpatrick,328.4
20,Hurdle,Exeter,262.6
20,Hurdle,Fairyhouse,316.07589
20,Hurdle,Fakenham,316.69618
20,Hurdle,Ffos_Las,311.10246
20,Hurdle,Folkestone,334.31258
20,Hurdle,Fontwell,301.80102
20,Hurdle,Galway,310.62121
20,Hurdle,Gowran_Park,306.30575
20,Hurdle,Haydock,302.43266
20,Hurdle,Hereford,295.76333
20,Hurdle,Hexham,315.81336
20,Hurdle,Huntingdon,296.49968
20,Hurdle,Kelso,308.86667
20,Hurdle,Kilbeggan,284.5274
20,Hurdle,Killarney,301.92929
20,Hurdle,Leicester,322.56627
20,Hurdle,Leopardstown,310.20825
20,Hurdle,Limerick,307.39216
20,Hurdle,Lingfield,312.85532
20,Hurdle,Listowel,322.19833
20,Hurdle,Market_Rasen,292.73008
20,Hurdle,Musselburgh,292.75695
20,Hurdle,Naas,303.9069
20,Hurdle,Navan,311.0619
20,Hurdle,Newcastle,320.22
20,Hurdle,Perth,304.3532
20,Hurdle,Punchestown,311.71067
20,Hurdle,Roscommon,304.30971
20,Hurdle,Sandown,310.05341
20,Hurdle,Sedgefield,303.01733
20,Hurdle,Sligo,318.875
20,Hurdle,Southwell,315.67081
20,Hurdle,Taunton,290.2019
20,Hurdle,Thurles,308.99756
20,Hurdle,Tipperary,300.93523
20,Hurdle,Towcester,301.70559
20,Hurdle,Tralee,312.95185
20,Hurdle,Tramore,306.25904
20,Hurdle,Uttoxeter,308.35231
20,Hurdle,Wetherby,310.18141
20,Hurdle,Wexford,300.97346
20,Hurdle,Wincanton,298.3715
20,Hurdle,Windsor,320.81
20,Hurdle,Worcester,290.62451
20,NHF,Ballinrobe,311.33333
20,NHF,Clonmel,300.125
20,NHF,Cork,305.10909
20,NHF,Downpatrick,316.45
20,NHF,Fairyhouse,311.1
20,NHF,Galway,312.57143
20,NHF,Gowran_Park,281.46667
20,NHF,Kilbeggan,282.456
20,NHF,Leopardstown,316.10625
20,NHF,Limerick,291.9
20,NHF,Listowel,319.29677
20,NHF,Roscommon,289.82
20,NHF,Thurles,288.4
20,NHF,Tipperary,300.35
20,NHF,Tralee,328.4
20,NHF,Wexford,297.84583
20,NHF,Worcester,297.8
21,Chase,Aintree,342.89077
21,Chase,Ascot,323.87914
21,Chase,Ayr,348.766
21,Chase,Carlisle,342.66522
21,Chase,Cartmel,321.17132
21,Chase,Cheltenham,323.4592
21,Chase,Clonmel,340.05
21,Chase,Cork,332.32609
21,Chase,Doncaster,312.18333
21,Chase,Fairyhouse,350.44071
21,Chase,Fakenham,343.67944
21,Chase,Ffos_Las,342.16646
21,Chase,Folkestone,324.10149
21,Chase,Fontwell,347.66409
21,Chase,Haydock,334.2792
21,Chase,Hereford,331.92667
21,Chase,Killarney,311.65062
21,Chase,Leopardstown,340.34301
21,Chase,Limerick,318.2
21,Chase,Market_Rasen,341.4945
21,Chase,Newton_Abbot,319.66444
21,Chase,Punchestown,335.48824
21,Chase,Roscommon,320.89483
21,Chase,Sedgefield,327.48447
21,Chase,Sligo,345.09091
21,Chase,Stratford,318.36292
21,Chase,Thurles,337.3
21,Chase,Tipperary,309.4
21,Chase,Tramore,350.08903
21,Chase,Uttoxeter,325.58059
21,Chase,Wetherby,345.97312
21,Chase,Wexford,343.63333
21,Chase,Wincanton,326.66582
21,Flat,Goodwood,273.82062
21,Hurdle,Ayr,346.07879
21,Hurdle,Ballinrobe,330.365
21,Hurdle,Cheltenham,313.68629
21,Hurdle,Doncaster,309.97091
21,Hurdle,Downpatrick,328.0
21,Hurdle,Galway,312.94286
21,Hurdle,Huntingdon,314.58868
21,Hurdle,Kelso,316.59921
21,Hurdle,Kempton,315.72406
21,Hurdle,Limerick,336.72698
21,Hurdle,Ludlow,316.76271
21,Hurdle,Market_Rasen,323.00291
21,Hurdle,Navan,335.63846
21,Hurdle,Newbury,313.52094
21,Hurdle,Newcastle,322.93515
21,Hurdle,Plumpton,320.60725
21,Hurdle,Punchestown,315.0
21,Hurdle,Roscommon,313.58
21,Hurdle,Sedgefield,324.29857
21,Hurdle,Sligo,317.37778
21,Hurdle,Towcester,330.21108
21,Hurdle,Tramore,327.86795
21,Hurdle,Uttoxeter,331.7
21,Hurdle,Warwick,314.60792
21,Hurdle,Wetherby,333.002
21,Hurdle,Wincanton,325.94755
21,NHF,Roscommon,295.9
22,Chase,Aintree,336.93895
22,Chase,Ascot,325.76511
22,Chase,Ayr,352.75885
22,Chase,Ballinrobe,365.73333
22,Chase,Cartmel,326.26375
22,Chase,Clonmel,362.0
22,Chase,Cork,338.2
22,Chase,Down_Royal,356.03571
22,Chase,Downpatrick,346.13208
22,Chase,Fairyhouse,370.67179
22,Chase,Fakenham,342.61651
22,Chase,Fontwell,345.69853
22,Chase,Galway,344.01095
22,Chase,Gowran_Park,335.5
22,Chase,Haydock,347.42275
22,Chase,Hereford,325.21885
22,Chase,Hexham,404.45
22,Chase,Kelso,352.44739
22,Chase,Kilbeggan,331.41905
22,Chase,Killarney,352.97843
22,Chase,Limerick,372.60411
22,Chase,Listowel,349.97273
22,Chase,Market_Rasen,345.07357
22,Chase,Musselburgh,333.585
22,Chase,Navan,379.6
22,Chase,Newbury,349.27549
22,Chase,Newton_Abbot,323.79404
22,Chase,Punchestown,359.33019
22,Chase,Roscommon,320.6
22,Chase,Sandown,341.315
22,Chase,Sedgefield,335.31417
22,Chase,Southwell,326.9527
22,Chase,Stratford,316.04194
22,Chase,Taunton,344.48364
22,Chase,Thurles,352.84194
22,Chase,Towcester,350.90534
22,Chase,Tralee,336.8
22,Chase,Tramore,327.90621
22,Chase,Uttoxeter,360.76946
22,Chase,Wetherby,344.31097
22,Chase,Wexford,336.65556
22,Flat,Ascot,296.4025
22,Flat,Pontefract,304.44941
22,Flat,Royal_Ascot,291.28833
22,Flat,York,287.15
22,Hurdle,Ascot,327.99885
22,Hurdle,Ayr,343.86522
22,Hurdle,Ballinrobe,335.68333
22,Hurdle,Cartmel,330.74808
22,Hurdle,Cheltenham,317.31406
22,Hurdle,Clonmel,376.14286
22,Hurdle,Cork,307.7
22,Hurdle,Down_Royal,326.11509
22,Hurdle,Downpatrick,337.00534
22,Hurdle,Exeter,340.73456
22,Hurdle,Fairyhouse,347.98158
22,Hurdle,Ffos_Las,345.66071
22,Hurdle,Folkestone,369.13768
22,Hurdle,Fontwell,340.96312
22,Hurdle,Galway,324.42333
22,Hurdle,Haydock,339.26667
22,Hurdle,Hereford,336.35478
22,Hurdle,Huntingdon,315.32645
22,Hurdle,Kelso,341.48517
22,Hurdle,Kilbeggan,321.26667
22,Hurdle,Killarney,335.76935
22,Hurdle,Leopardstown,337.66667
22,Hurdle,Limerick,354.32143
22,Hurdle,Market_Rasen,329.1508
22,Hurdle,Musselburgh,326.68333
22,Hurdle,Navan,336.25397
22,Hurdle,Newcastle,353.81367
22,Hurdle,Newton_Abbot,321.42987
22,Hurdle,Punchestown,350.72353
22,Hurdle,Sandown,331.99952
22,Hurdle,Sedgefield,320.26405
22,Hurdle,Southwell,316.72476
22,Hurdle,Stratford,330.55608
22,Hurdle,Thurles,354.17333
22,Hurdle,Tralee,339.82857
22,Hurdle,Tramore,354.25
22,Hurdle,Uttoxeter,332.95474
22,Hurdle,Wetherby,333.00597
22,Hurdle,Wexford,345.2
22,Hurdle,Wincanton,326.97654
23,Chase,Ballinrobe,361.91429
23,Chase,Clonmel,385.61111
23,Chase,Down_Royal,362.17826
23,Chase,Downpatrick,361.90989
23,Chase,Galway,343.99091
23,Chase,Gowran_Park,401.3
23,Chase,Haydock,374.58273
23,Chase,Hexham,381.79556
23,Chase,Kelso,376.40339
23,Chase,Kilbeggan,334.05
23,Chase,Killarney,346.83364
23,Chase,Leicester,363.41024
23,Chase,Limerick,382.65
23,Chase,Musselburgh,366.8
23,Chase,Newbury,367.18394
23,Chase,Newcastle,384.08558
23,Chase,Perth,382.7
23,Chase,Punchestown,368.19
23,Chase,Sandown,347.865
23,Chase,Stratford,340.12239
23,Chase,Taunton,368.03455
23,Chase,Tipperary,363.80238
23,Chase,Tramore,326.75714
23,Chase,Uttoxeter,362.63333
23,Chase,Wetherby,344.0
23,Chase,Wexford,360.93333
23,Chase,Worcester,348.60436
23,Hurdle,Bangor,359.94836
23,Hurdle,Downpatrick,349.0119
23,Hurdle,Exeter,364.40439
23,Hurdle,Fairyhouse,386.49048
23,Hurdle,Fakenham,381.1475
23,Hurdle,Galway,334.95
23,Hurdle,Haydock,357.25024
23,Hurdle,Hexham,375.90062
23,Hurdle,Kelso,355.54435
23,Hurdle,Killarney,340.325
23,Hurdle,Limerick,373.2
23,Hurdle,Lingfield,372.77816
23,Hurdle,Market_Rasen,360.90797
23,Hurdle,Navan,367.71171
23,Hurdle,Punchestown,349.55
23,Hurdle,Sandown,371.5375
23,Hurdle,Thurles,358.10833
23,Hurdle,Uttoxeter,365.32034
23,Hurdle,Wetherby,360.10192
23,Hurdle,Worcester,343.53434
24,Chase,Ascot,370.64953
24,Chase,Ayr,400.04
24,Chase,Bangor,381.71795
24,Chase,Carlisle,396.04258
24,Chase,Cheltenham,380.27716
24,Chase,Chepstow,379.42538
24,Chase,Clonmel,367.18333
24,Chase,Cork,382.92154
24,Chase,Doncaster,367.82167
24,Chase,Down_Royal,388.66304
24,Chase,Downpatrick,369.6875
24,Chase,Exeter,369.99445
24,Chase,Fairyhouse,395.00323
24,Chase,Fakenham,395.5714
24,Chase,Ffos_Las,386.16809
24,Chase,Gowran_Park,385.40882
24,Chase,Haydock,381.92081
24,Chase,Hereford,385.6
24,Chase,Hexham,398.33882
24,Chase,Huntingdon,373.74813
24,Chase,Kelso,375.0964
24,Chase,Kempton,371.71668
24,Chase,Killarney,390.8
24,Chase,Leicester,364.04095
24,Chase,Leopardstown,389.50444
24,Chase,Limerick,388.89639
24,Chase,Lingfield,394.14739
24,Chase,Listowel,365.78261
24,Chase,Ludlow,372.376
24,Chase,Market_Rasen,387.72152
24,Chase,Musselburgh,367.05142
24,Chase,Naas,412.59188
24,Chase,Navan,399.88068
24,Chase,Newbury,367.31505
24,Chase,Newcastle,382.52833
24,Chase,Perth,370.64917
24,Chase,Punchestown,404.66667
24,Chase,Roscommon,380.28077
24,Chase,Sandown,392.35377
24,Chase,Sligo,402.775
24,Chase,Southwell,392.48843
24,Chase,Stratford,366.01538
24,Chase,Taunton,375.28112
24,Chase,Thurles,402.44356
24,Chase,Tipperary,372.9
24,Chase,Towcester,392.23984
24,Chase,Tralee,378.18571
24,Chase,Uttoxeter,382.48066
24,Chase,Warwick,385.45738
24,Chase,Wetherby,390.5699
24,Chase,Wexford,400.1
24,Chase,Windsor,383.03333
24,Chase,Worcester,353.83267
24,Hurdle,Aintree,375.1372
24,Hurdle,Ascot,362.99981
24,Hurdle,Ayr,388.02111
24,Hurdle,Ballinrobe,365.76667
24,Hurdle,Bangor,354.94098
24,Hurdle,Bellewstown,360.95484
24,Hurdle,Carlisle,380.52846
24,Hurdle,Cheltenham,360.4018
24,Hurdle,Chepstow,377.58339
24,Hurdle,Clonmel,385.18961
24,Hurdle,Cork,369.91606
24,Hurdle,Doncaster,366.7557
24,Hurdle,Down_Royal,358.35
24,Hurdle,Exeter,361.33504
24,Hurdle,Fairyhouse,380.59571
24,Hurdle,Fakenham,371.78293
24,Hurdle,Ffos_Las,375.86349
24,Hurdle,Galway,361.1087
24,Hurdle,Gowran_Park,376.0
24,Hurdle,Haydock,362.16369
24,Hurdle,Hereford,391.7
24,Hurdle,Hexham,378.63642
24,Hurdle,Kempton,380.70855
24,Hurdle,Kilbeggan,357.24937
24,Hurdle,Leopardstown,374.87551
24,Hurdle,Limerick,376.03286
24,Hurdle,Listowel,382.49074
24,Hurdle,Ludlow,360.1138
24,Hurdle,Market_Rasen,361.86704
24,Hurdle,Musselburgh,356.72485
24,Hurdle,Naas,375.49355
24,Hurdle,Navan,360.14286
24,Hurdle,Newbury,366.97084
24,Hurdle,Newcastle,372.64577
24,Hurdle,Perth,367.86475
24,Hurdle,Punchestown,369.65862
24,Hurdle,Roscommon,364.18889
24,Hurdle,Sandown,346.7
24,Hurdle,Sligo,380.0875
24,Hurdle,Southwell,384.89403
24,Hurdle,Stratford,326.0
24,Hurdle,Taunton,372.68595
24,Hurdle,Thurles,379.432
24,Hurdle,Tipperary,369.78261
24,Hurdle,Towcester,385.31602
24,Hurdle,Uttoxeter,363.43726
24,Hurdle,Wetherby,383.98565
24,Hurdle,Wexford,366.58889
24,Hurdle,Windsor,388.76
24,Hurdle,Worcester,345.14437
25,Chase,Aintree,391.67938
25,Chase,Ayr,411.81271
25,Chase,Cartmel,394.2025
25,Chase,Catterick,402.2481
25,Chase,Cheltenham,397.64545
25,Chase,Fairyhouse,418.39535
25,Chase,Ffos_Las,434.40714
25,Chase,Folkestone,395.34955
25,Chase,Fontwell,425.24688
25,Chase,Gowran_Park,407.57308
25,Chase,Haydock,391.69
25,Chase,Hereford,405.36
25,Chase,Hexham,397.19577
25,Chase,Kelso,392.31961
25,Chase,Kilbeggan,386.98783
25,Chase,Limerick,381.5
25,Chase,Market_Rasen,389.90767
25,Chase,Punchestown,395.88828
25,Chase,Roscommon,388.48
25,Chase,Sligo,383.05
25,Chase,Thurles,393.88333
25,Chase,Towcester,416.672
25,Chase,Warwick,401.53231
25,Chase,Wetherby,392.9818
25,Chase,Wexford,384.94359
25,Chase,Wincanton,407.11016
25,Hurdle,Aintree,374.45387
25,Hurdle,Ascot,370.955
25,Hurdle,Ballinrobe,390.04
25,Hurdle,Carlisle,396.34127
25,Hurdle,Cartmel,384.07409
25,Hurdle,Catterick,395.552
25,Hurdle,Cheltenham,397.83333
25,Hurdle,Haydock,363.051
25,Hurdle,Huntingdon,380.23623
25,Hurdle,Kempton,384.717
25,Hurdle,Kilbeggan,369.90303
25,Hurdle,Plumpton,386.01319
25,Hurdle,Roscommon,376.725
25,Hurdle,Warwick,381.38505
25,Hurdle,Wetherby,391.04297
26,Chase,Aintree,425.84286
26,Chase,Carlisle,420.35522
26,Chase,Cartmel,401.22902
26,Chase,Catterick,405.72551
26,Chase,Cheltenham,407.65218
26,Chase,Chepstow,436.96362
26,Chase,Doncaster,399.34463
26,Chase,Down_Royal,445.40667
26,Chase,Exeter,395.82
26,Chase,Ffos_Las,407.7608
26,Chase,Folkestone,389.92
26,Chase,Fontwell,424.46989
26,Chase,Haydock,411.10385
26,Chase,Hereford,393.79107
26,Chase,Kelso,418.70746
26,Chase,Killarney,404.375
26,Chase,Ludlow,399.49723
26,Chase,Newbury,408.54778
26,Chase,Newton_Abbot,402.70516
26,Chase,Perth,434.03222
26,Chase,Plumpton,416.95628
26,Chase,Punchestown,442.03333
26,Chase,Sedgefield,426.81405
26,Chase,Southwell,410.65017
26,Chase,Taunton,424.884
26,Chase,Uttoxeter,414.87136
26,Chase,Warwick,411.92877
26,Chase,Wetherby,409.1
26,Chase,Wexford,398.22857
26,Chase,Wincanton,403.16391
26,Hurdle,Ascot,379.8
26,Hurdle,Ayr,471.51
26,Hurdle,Cartmel,382.13789
26,Hurdle,Catterick,392.48758
26,Hurdle,Cheltenham,389.5236
26,Hurdle,Fontwell,406.08946
26,Hurdle,Hereford,397.10821
26,Hurdle,Huntingdon,380.85289
26,Hurdle,Kelso,412.00588
26,Hurdle,Ludlow,391.4
26,Hurdle,Musselburgh,395.775
26,Hurdle,Newton_Abbot,397.68625
26,Hurdle,Plumpton,393.19039
26,Hurdle,Southwell,390.12344
26,Hurdle,Stratford,395.02778
26,Hurdle,Warwick,406.59923
26,Hurdle,Windsor,411.9
27,Chase,Aintree,436.02667
27,Chase,Ayr,461.38333
27,Chase,Cheltenham,438.186
27,Chase,Fontwell,457.1575
27,Chase,Haydock,468.3
27,Chase,Musselburgh,421.20545
27,Chase,Sedgefield,428.55718
27,Chase,Taunton,427.78333
27,Chase,Wetherby,435.6
27,Chase,Wincanton,432.95824
27,Hurdle,Fontwell,421.39235
27,Hurdle,Kelso,414.49133
27,Hurdle,Musselburgh,409.1
27,Hurdle,Newton_Abbot,403.99375
27,Hurdle,Perth,406.968
27,Hurdle,Sedgefield,421.95714
27,Hurdle,Stratford,391.46154
28,Chase,Ayr,435.06667
28,Chase,Carlisle,469.9
28,Chase,Catterick,466.9
28,Chase,Cheltenham,439.04182
28,Chase,Cork,451.6
28,Chase,Downpatrick,447.54167
28,Chase,Ffos_Las,469.07143
28,Chase,Fontwell,453.7929
28,Chase,Haydock,460.08563
28,Chase,Kelso,443.915
28,Chase,Limerick,458.7
28,Chase,Lingfield,469.65
28,Chase,Ludlow,430.85
28,Chase,Market_Rasen,465.26429
28,Chase,Plumpton,465.48571
28,Chase,Punchestown,466.76
28,Chase,Sedgefield,429.08182
28,Chase,Stratford,427.42653
28,Chase,Taunton,455.42889
28,Chase,Uttoxeter,441.275
28,Chase,Wetherby,449.5
28,Chase,Wincanton,425.78733
28,Hurdle,Folkestone,426.9
28,Hurdle,Sedgefield,426.00603
29,Chase,Ayr,521.375
29,Chase,Cartmel,455.475
29,Chase,Downpatrick,451.7
29,Chase,Fairyhouse,482.07059
29,Chase,Fakenham,462.454
29,Chase,Haydock,470.3625
29,Chase,Lingfield,489.475
29,Chase,Market_Rasen,473.556
29,Chase,Plumpton,472.06385
29,Chase,Punchestown,471.85
29,Chase,Sandown,454.58125
29,Chase,Sedgefield,456.11
29,Chase,Taunton,400.43333
29,Chase,Warwick,462.13708
29,Chase,Wetherby,468.9
30,Chase,Ascot,460.7
30,Chase,Bangor,496.68333
30,Chase,Cartmel,463.10737
30,Chase,Catterick,463.63
30,Chase,Cheltenham,502.63214
30,Chase,Chepstow,479.23421
30,Chase,Exeter,473.24476
30,Chase,Fakenham,533.3
30,Chase,Huntingdon,499.44444
30,Chase,Newcastle,491.8
30,Chase,Punchestown,491.35
30,Chase,Sandown,455.05957
30,Chase,Sedgefield,475.23
31,Chase,Cheltenham,511.3225
31,Chase,Chepstow,501.6
31,Chase,Exeter,494.07667
31,Chase,Folkestone,467.09333
31,Chase,Hereford,492.5
31,Chase,Huntingdon,510.86667
31,Chase,Ludlow,502.8
31,Chase,Perth,484.31857
31,Chase,Punchestown,492.8
32,Chase,Ayr,492.26385
32,Chase,Cheltenham,492.33875
32,Chase,Doncaster,500.88333
32,Chase,Exeter,518.54583
32,Chase,Hexham,564.8716
32,Chase,Kelso,535.31
32,Chase,Punchestown,529.525
32,Chase,Stratford,522.0
32,Chase,Uttoxeter,504.06667
33,Chase,Ayr,506.775
33,Chase,Cheltenham,530.28571
33,Chase,Musselburgh,519.5
33,Chase,Newcastle,538.87077
33,Chase,Punchestown,557.7125
33,Chase,Uttoxeter,552.35
34,Chase,Aintree,558.675
34,Chase,Punchestown,586.48571
34,Chase,Taunton,539.25
34,Chase,Uttoxeter,556.4625
35,Chase,Punchestown,582.2
36,Chase,Aintree,555.11538
