time_sec,SelectionId,LastPriceTraded,imp_prob
2020-01-11 15:34:47,12094951,7.2,13.889999999999999
2020-01-11 15:34:47,7742655,5.9,16.950000000000003
2020-01-11 15:34:47,15481469,5.4,18.52
2020-01-11 15:34:48,12094951,7.2,13.889999999999999
2020-01-11 15:34:48,10660875,30.0,3.3300000000000005
2020-01-11 15:34:48,12677574,8.2,12.2
2020-01-11 15:34:48,7742655,5.9,16.950000000000003
2020-01-11 15:34:48,8462130,9.2,10.870000000000001
2020-01-11 15:34:48,12073967,25.0,4.0
2020-01-11 15:34:48,12441183,8.8,11.360000000000001
2020-01-11 15:34:48,15481469,5.4,18.52
2020-01-11 15:34:49,12094951,7.2,13.889999999999999
2020-01-11 15:34:49,10660875,30.0,3.3300000000000005
2020-01-11 15:34:49,12677574,8.2,12.2
2020-01-11 15:34:49,7742655,5.9,16.950000000000003
2020-01-11 15:34:49,8462130,9.2,10.870000000000001
2020-01-11 15:34:49,12073967,25.0,4.0
2020-01-11 15:34:49,12441183,8.8,11.360000000000001
2020-01-11 15:34:49,15481469,5.4,18.52
2020-01-11 15:34:50,12094951,7.2,13.889999999999999
2020-01-11 15:34:50,10660875,30.0,3.3300000000000005
2020-01-11 15:34:50,12677574,8.2,12.2
2020-01-11 15:34:50,7742655,5.9,16.950000000000003
2020-01-11 15:34:50,8462130,9.2,10.870000000000001
2020-01-11 15:34:50,12073967,25.0,4.0
2020-01-11 15:34:50,12441183,8.8,11.360000000000001
2020-01-11 15:34:50,15481469,5.4,18.52
2020-01-11 15:34:51,12094951,7.2,13.889999999999999
2020-01-11 15:34:51,10660875,30.0,3.3300000000000005
2020-01-11 15:34:51,12677574,8.2,12.2
2020-01-11 15:34:51,7742655,5.9,16.950000000000003
2020-01-11 15:34:51,8462130,9.2,10.870000000000001
2020-01-11 15:34:51,12073967,25.0,4.0
2020-01-11 15:34:51,12441183,8.8,11.360000000000001
2020-01-11 15:34:51,15481469,5.4,18.52
2020-01-11 15:34:53,12094951,7.2,13.889999999999999
2020-01-11 15:34:53,10660875,30.0,3.3300000000000005
2020-01-11 15:34:53,12677574,8.2,12.2
2020-01-11 15:34:53,7742655,5.9,16.950000000000003
2020-01-11 15:34:53,8462130,9.2,10.870000000000001
2020-01-11 15:34:53,12073967,25.0,4.0
2020-01-11 15:34:53,12441183,8.8,11.360000000000001
2020-01-11 15:34:53,15481469,5.4,18.52
2020-01-11 15:34:55,12094951,7.2,13.889999999999999
2020-01-11 15:34:55,10660875,30.0,3.3300000000000005
2020-01-11 15:34:55,12677574,8.2,12.2
2020-01-11 15:34:55,7742655,5.9,16.950000000000003
2020-01-11 15:34:55,8462130,9.2,10.870000000000001
2020-01-11 15:34:55,12073967,25.0,4.0
2020-01-11 15:34:55,12441183,8.8,11.360000000000001
2020-01-11 15:34:55,15481469,5.4,18.52
2020-01-11 15:34:56,12094951,7.2,13.889999999999999
2020-01-11 15:34:56,10660875,30.0,3.3300000000000005
2020-01-11 15:34:56,12677574,8.2,12.2
2020-01-11 15:34:56,7742655,5.9,16.950000000000003
2020-01-11 15:34:56,8462130,9.2,10.870000000000001
2020-01-11 15:34:56,12073967,25.0,4.0
2020-01-11 15:34:56,12441183,8.8,11.360000000000001
2020-01-11 15:34:56,15481469,5.4,18.52
2020-01-11 15:34:57,12094951,7.2,13.889999999999999
2020-01-11 15:34:57,10660875,30.0,3.3300000000000005
2020-01-11 15:34:57,12677574,8.2,12.2
2020-01-11 15:34:57,7742655,5.9,16.950000000000003
2020-01-11 15:34:57,8462130,9.2,10.870000000000001
2020-01-11 15:34:57,12073967,25.0,4.0
2020-01-11 15:34:57,12441183,8.8,11.360000000000001
2020-01-11 15:34:57,15481469,5.4,18.52
2020-01-11 15:35:00,12094951,7.2,13.889999999999999
2020-01-11 15:35:00,10660875,30.0,3.3300000000000005
2020-01-11 15:35:00,12677574,8.2,12.2
2020-01-11 15:35:00,7742655,5.9,16.950000000000003
2020-01-11 15:35:00,8462130,9.2,10.870000000000001
2020-01-11 15:35:00,12073967,25.0,4.0
2020-01-11 15:35:00,12441183,8.8,11.360000000000001
2020-01-11 15:35:00,15481469,5.4,18.52
2020-01-11 15:35:01,12094951,7.2,13.889999999999999
2020-01-11 15:35:01,10660875,30.0,3.3300000000000005
2020-01-11 15:35:01,12677574,8.2,12.2
2020-01-11 15:35:01,7742655,5.9,16.950000000000003
2020-01-11 15:35:01,8462130,9.2,10.870000000000001
2020-01-11 15:35:01,12073967,25.0,4.0
2020-01-11 15:35:01,12441183,8.8,11.360000000000001
2020-01-11 15:35:01,15481469,5.4,18.52
2020-01-11 15:35:02,12094951,7.2,13.889999999999999
2020-01-11 15:35:02,10660875,30.0,3.3300000000000005
2020-01-11 15:35:02,12677574,8.2,12.2
2020-01-11 15:35:02,7742655,5.9,16.950000000000003
2020-01-11 15:35:02,8462130,9.2,10.870000000000001
2020-01-11 15:35:02,12073967,25.0,4.0
2020-01-11 15:35:02,12441183,8.8,11.360000000000001
2020-01-11 15:35:02,15481469,5.4,18.52
2020-01-11 15:35:03,12094951,7.2,13.889999999999999
2020-01-11 15:35:03,10660875,30.0,3.3300000000000005
2020-01-11 15:35:03,12677574,8.2,12.2
2020-01-11 15:35:03,7742655,5.9,16.950000000000003
2020-01-11 15:35:03,8462130,9.2,10.870000000000001
2020-01-11 15:35:03,12073967,25.0,4.0
2020-01-11 15:35:03,12441183,8.8,11.360000000000001
2020-01-11 15:35:03,15481469,5.4,18.52
2020-01-11 15:35:04,12094951,7.2,13.889999999999999
2020-01-11 15:35:04,10660875,30.0,3.3300000000000005
2020-01-11 15:35:04,12677574,8.2,12.2
2020-01-11 15:35:04,7742655,5.9,16.950000000000003
2020-01-11 15:35:04,8462130,9.2,10.870000000000001
2020-01-11 15:35:04,12073967,25.0,4.0
2020-01-11 15:35:04,12441183,8.8,11.360000000000001
2020-01-11 15:35:04,15481469,5.4,18.52
2020-01-11 15:35:06,12094951,7.2,13.889999999999999
2020-01-11 15:35:06,10660875,30.0,3.3300000000000005
2020-01-11 15:35:06,12677574,8.2,12.2
